theta,R,Dstar,size,members,classification
-2.709,0.638,0.313,1,A057536,Predictable
-2.708,0.974,0.511,1,A035150,Predictable
-2.705,0.082,0.075,1,A022421,Unpredictable
-2.705,0.475,0.249,1,A030424,Unpredictable
-2.702,0.005,0.004,2,A024620|A027883,Predictable
-2.702,0.013,0.009,1,A044648,Unpredictable
-2.701,0.151,0.154,1,A052009,Unpredictable
-2.7,0.009,0.009,1,A059390,Unpredictable
-2.7,0.573,0.296,1,A043451,Unpredictable
-2.7,0.588,0.311,1,A043499,Unpredictable
-2.698,0.063,0.053,1,A025403,Predictable
-2.696,0.05,0.063,1,A031270,Unpredictable
-2.696,0.334,0.162,1,A046129,Unpredictable
-2.693,0.0,0.001,1,A056875,Unpredictable
-2.692,0.067,0.065,1,A023723,Unpredictable
-2.691,0.007,0.006,1,A001690,Predictable
-2.69,0.037,0.045,1,A031185,Unpredictable
-2.689,0.005,0.041,1,A023714,Unpredictable
-2.689,0.273,0.146,1,A039436,Unpredictable
-2.688,0.65,0.388,1,A023568,Unpredictable
-2.683,0.022,0.064,1,A031199,Unpredictable
-2.682,0.017,0.02,1,A015911,Unpredictable
-2.681,0.719,0.39,1,A050252,Predictable
-2.679,0.103,0.09,1,A022423,Unpredictable
-2.679,0.255,0.189,1,A020401,Unpredictable
-2.678,0.918,0.441,1,A002613,Predictable
-2.677,0.013,0.023,1,A036992,Predictable
-2.676,0.325,0.174,1,A044857,Unpredictable
-2.676,0.899,0.4,1,A030211,Predictable
-2.675,0.001,0.001,1,A036743,Unpredictable
-2.673,0.751,0.322,1,A055095,Predictable
-2.672,0.007,0.004,1,A003670,Unpredictable
-2.672,0.033,0.079,1,A043485,Unpredictable
-2.671,0.944,0.44,1,A000731,Predictable
-2.67,0.039,0.086,1,A039178,Unpredictable
-2.669,0.348,0.16,1,A010074,Predictable
-2.669,0.685,0.381,1,A037827,Predictable
-2.669,0.691,0.262,1,A024919,Predictable
-2.668,0.014,0.053,1,A043453,Unpredictable
-2.667,0.02,0.094,1,A039295,Unpredictable
-2.666,0.07,0.084,1,A031780,Unpredictable
-2.663,0.01,0.054,1,A046796,Unpredictable
-2.662,0.703,0.316,1,A055565,Predictable
-2.661,0.921,0.5,1,A057384,Unpredictable
-2.655,0.009,0.009,1,A005767,Predictable
-2.654,0.761,0.348,1,A055778,Predictable
-2.654,0.893,0.406,1,A056929,Predictable
-2.652,0.088,0.103,1,A037394,Unpredictable
-2.652,0.125,0.137,1,A051553,Unpredictable
-2.652,0.323,0.18,1,A003986,Predictable
-2.651,0.015,0.022,1,A004751,Predictable
-2.65,0.112,0.113,2,A033283|A044851,Unpredictable
-2.647,0.038,0.032,1,A003329,Unpredictable
-2.644,0.059,0.078,1,A039078,Unpredictable
-2.644,0.933,0.433,1,A047649,Predictable
-2.643,0.002,0.013,1,A006644,Unpredictable
-2.643,0.022,0.094,1,A031495,Unpredictable
-2.64,0.033,0.056,1,A006158,Unpredictable
-2.639,0.063,0.083,1,A039133,Unpredictable
-2.637,0.089,0.065,1,A047821,Unpredictable
-2.636,0.969,0.52,1,A058099,Predictable
-2.634,0.05,0.034,1,A056068,Unpredictable
-2.633,0.013,0.009,1,A044649,Unpredictable
-2.633,0.151,0.072,1,A032426,Unpredictable
-2.631,0.007,0.012,1,A051278,Unpredictable
-2.63,0.051,0.136,1,A034844,Predictable
-2.625,0.029,0.051,1,A043489,Predictable
-2.625,0.87,0.476,1,A039683,Predictable
-2.623,0.069,0.09,1,A031787,Unpredictable
-2.622,0.962,0.495,1,A037944,Predictable
-2.621,0.032,0.031,1,A049515,Unpredictable
-2.621,0.194,0.14,1,A050215,Unpredictable
-2.62,0.003,0.005,1,A046337,Predictable
-2.618,0.247,0.333,1,A029551,Unpredictable
-2.617,0.158,0.101,1,A003635,Unpredictable
-2.614,0.228,0.173,1,A045255,Unpredictable
-2.611,0.024,0.031,1,A039041,Unpredictable
-2.61,0.011,0.008,1,A044277,Unpredictable
-2.61,0.458,0.4,1,A003894,Unpredictable
-2.604,0.051,0.054,1,A055598,Unpredictable
-2.604,0.076,0.087,1,A039420,Unpredictable
-2.601,0.071,0.114,1,A039067,Unpredictable
-2.599,0.057,0.053,1,A003379,Unpredictable
-2.598,0.067,0.064,1,A031965,Unpredictable
-2.598,0.134,0.076,1,A048689,Predictable
-2.598,0.927,0.433,1,A001488,Predictable
-2.597,0.054,0.104,1,A053690,Unpredictable
-2.597,0.388,0.212,1,A045298,Unpredictable
-2.595,0.403,0.197,1,A039388,Unpredictable
-2.594,0.121,0.111,1,A028774,Unpredictable
-2.594,0.855,0.379,1,A036264,Predictable
-2.593,0.002,0.005,1,A057904,Unpredictable
-2.59,0.007,0.006,1,A022561,Unpredictable
-2.59,0.895,0.418,1,A053714,Unpredictable
-2.589,0.001,0.001,1,A055126,Unpredictable
-2.589,0.002,0.002,1,A046038,Unpredictable
-2.588,0.002,0.001,1,A043000,Predictable
-2.588,0.062,0.082,1,A037435,Unpredictable
-2.587,0.957,0.47,1,A010824,Predictable
-2.586,0.046,0.038,1,A025331,Unpredictable
-2.585,0.277,0.198,1,A010075,Predictable
-2.585,0.594,0.293,1,A050493,Predictable
-2.584,0.025,0.019,1,A004750,Predictable
-2.582,0.022,0.033,1,A028974,Unpredictable
-2.581,0.117,0.1,1,A033662,Predictable
-2.576,0.01,0.012,1,A034101,Unpredictable
-2.576,0.085,0.081,2,A043689|A043739,Unpredictable
-2.576,0.872,0.461,1,A052311,Unpredictable
-2.575,0.001,0.001,1,A007412,Predictable
-2.575,0.662,0.357,1,A007895,Predictable
-2.573,0.015,0.008,1,A054294,Unpredictable
-2.571,0.056,0.046,1,A004433,Predictable
-2.571,0.202,0.153,1,A039386,Unpredictable
-2.567,0.153,0.108,1,A031814,Unpredictable
-2.559,0.059,0.127,1,A043322,Unpredictable
-2.555,0.659,0.362,1,A006838,Unpredictable
-2.554,0.0,0.004,2,A026922|A059169,Predictable
-2.552,0.031,0.217,1,A031676,Unpredictable
-2.552,0.255,0.147,1,A043526,Unpredictable
-2.55,0.001,0.001,1,A055125,Unpredictable
-2.547,0.669,0.348,1,A004164,Unpredictable
-2.547,0.961,0.513,1,A058204,Unpredictable
-2.546,0.04,0.14,1,A010419,Unpredictable
-2.545,0.001,0.001,1,A020486,Predictable
-2.545,0.022,0.048,1,A050003,Unpredictable
-2.544,0.004,0.003,1,A007916,Predictable
-2.544,0.045,0.06,1,A053075,Predictable
-2.543,0.024,0.061,1,A013657,Unpredictable
-2.541,0.287,0.121,1,A036474,Unpredictable
-2.541,0.501,0.284,1,A057525,Unpredictable
-2.54,0.005,0.004,1,A059404,Predictable
-2.537,0.127,0.181,1,A059007,Unpredictable
-2.534,0.127,0.143,1,A031055,Unpredictable
-2.532,0.006,0.008,1,A027854,Unpredictable
-2.532,0.017,0.016,1,A034105,Unpredictable
-2.531,0.023,0.019,1,A004169,Predictable
-2.531,0.032,0.028,1,A001974,Unpredictable
-2.53,0.008,0.007,1,A049579,Unpredictable
-2.53,0.389,0.222,1,A039548,Unpredictable
-2.53,0.627,0.327,1,A037202,Predictable
-2.529,0.643,0.321,1,A050308,Unpredictable
-2.528,0.049,0.039,1,A001944,Unpredictable
-2.528,0.912,0.455,1,A002609,Predictable
-2.527,0.038,0.033,1,A050813,Predictable
-2.525,0.893,0.52,1,A030217,Predictable
-2.524,0.875,0.51,1,A030213,Predictable
-2.523,0.885,0.516,1,A030214,Predictable
-2.522,0.055,0.162,1,A031620,Unpredictable
-2.519,0.115,0.077,1,A019549,Unpredictable
-2.519,0.421,0.25,1,A007720,Unpredictable
-2.518,0.009,0.007,1,A005231,Predictable
-2.515,0.0,0.002,1,A048842,Unpredictable
-2.514,0.009,0.015,1,A055930,Predictable
-2.514,0.851,0.494,1,A030202,Predictable
-2.513,0.095,0.4,1,A004200,Predictable
-2.513,0.238,0.401,1,A023989,Predictable
-2.513,0.291,0.2,1,A045781,Unpredictable
-2.512,0.095,0.4,1,A006467,Unpredictable
-2.511,0.006,0.006,1,A056868,Predictable
-2.51,0.045,0.046,1,A014569,Predictable
-2.509,0.003,0.002,1,A053869,Predictable
-2.508,0.255,0.146,1,A048947,Unpredictable
-2.506,0.001,0.001,1,A055124,Unpredictable
-2.504,0.061,0.059,1,A052406,Predictable
-2.503,0.925,0.467,1,A034433,Predictable
-2.501,0.959,0.484,1,A010825,Predictable
-2.499,0.006,0.006,1,A024507,Unpredictable
-2.498,0.013,0.11,1,A039296,Unpredictable
-2.497,0.713,0.354,1,A035037,Predictable
-2.491,0.013,0.014,1,A023057,Unpredictable
-2.487,0.044,0.071,1,A039334,Unpredictable
-2.487,0.093,0.183,1,A045084,Unpredictable
-2.487,0.602,0.361,1,A043536,Unpredictable
-2.485,0.053,0.042,1,A051884,Unpredictable
-2.483,0.312,0.235,1,A016397,Unpredictable
-2.483,0.655,0.361,1,A050307,Unpredictable
-2.482,0.004,0.003,1,A047839,Unpredictable
-2.482,0.039,0.029,1,A024974,Predictable
-2.481,0.004,0.003,1,A007401,Predictable
-2.48,0.006,0.005,1,A049068,Predictable
-2.48,0.563,0.296,1,A039465,Unpredictable
-2.479,0.003,0.002,1,A000037,Predictable
-2.479,0.02,0.017,1,A046064,Unpredictable
-2.479,0.164,0.144,1,A046295,Unpredictable
-2.478,0.003,0.002,1,A028392,Predictable
-2.478,0.898,0.444,1,A048106,Predictable
-2.477,0.004,0.004,1,A051144,Predictable
-2.475,0.05,0.043,1,A048260,Predictable
-2.471,0.192,0.16,1,A051046,Unpredictable
-2.468,0.027,0.027,1,A007603,Unpredictable
-2.468,0.105,0.07,1,A059469,Unpredictable
-2.468,0.564,0.35,1,A047895,Unpredictable
-2.467,0.024,0.045,1,A039285,Unpredictable
-2.465,0.007,0.008,1,A037000,Predictable
-2.464,0.004,0.003,1,A030124,Predictable
-2.463,0.006,0.003,1,A008320,Unpredictable
-2.462,0.016,0.03,1,A057903,Predictable
-2.461,0.166,0.148,1,A043703,Unpredictable
-2.46,0.064,0.081,1,A050426,Unpredictable
-2.46,0.162,0.181,1,A020391,Unpredictable
-2.459,0.037,0.059,1,A024612,Unpredictable
-2.459,0.067,0.054,1,A025332,Unpredictable
-2.454,0.001,0.001,1,A055123,Unpredictable
-2.454,0.134,0.1,1,A023712,Unpredictable
-2.453,0.086,0.058,1,A046438,Unpredictable
-2.453,0.104,0.062,1,A048687,Unpredictable
-2.453,0.237,0.147,1,A023736,Unpredictable
-2.451,0.997,0.606,1,A051186,Predictable
-2.45,0.042,0.036,1,A055768,Predictable
-2.449,0.002,0.003,1,A031980,Unpredictable
-2.449,0.229,0.2,1,A055172,Unpredictable
-2.446,0.047,0.082,1,A037982,Unpredictable
-2.446,0.063,0.059,1,A048128,Unpredictable
-2.445,0.893,0.508,1,A051142,Predictable
-2.442,0.081,0.079,1,A047822,Unpredictable
-2.442,0.162,0.135,1,A029774,Predictable
-2.441,0.165,0.134,1,A037389,Unpredictable
-2.44,0.115,0.085,1,A043813,Unpredictable
-2.44,0.749,0.375,1,A045670,Predictable
-2.439,0.032,0.028,1,A025051,Predictable
-2.438,0.005,0.004,1,A052485,Predictable
-2.437,0.019,0.019,1,A050805,Unpredictable
-2.432,0.008,0.144,1,A039297,Unpredictable
-2.432,0.073,0.057,1,A043778,Unpredictable
-2.432,0.087,0.115,1,A039234,Unpredictable
-2.431,0.358,0.209,1,A030589,Unpredictable
-2.429,0.025,0.02,1,A058826,Predictable
-2.429,0.051,0.051,1,A046507,Unpredictable
-2.428,0.564,0.355,1,A031356,Unpredictable
-2.425,0.073,0.061,1,A045007,Unpredictable
-2.424,0.017,0.016,1,A057891,Predictable
-2.424,0.437,0.229,1,A007292,Unpredictable
-2.423,0.071,0.066,1,A005870,Unpredictable
-2.423,0.12,0.195,1,A031610,Unpredictable
-2.422,0.02,0.017,1,A007304,Predictable
-2.42,0.018,0.013,1,A043940,Unpredictable
-2.418,0.018,0.013,1,A043160,Unpredictable
-2.416,0.53,0.335,1,A031355,Unpredictable
-2.415,0.022,0.018,1,A023042,Unpredictable
-2.415,0.68,0.329,1,A030166,Unpredictable
-2.414,0.507,0.337,1,A043332,Unpredictable
-2.413,0.012,0.01,1,A014132,Predictable
-2.413,0.015,0.014,1,A007692,Unpredictable
-2.409,0.007,0.007,1,A036349,Predictable
-2.408,0.061,0.067,1,A044954,Unpredictable
-2.402,0.021,0.018,1,A024411,Unpredictable
-2.402,0.149,0.129,1,A003078,Unpredictable
-2.401,0.126,0.106,1,A050261,Unpredictable
-2.4,0.0,0.0,1,A055122,Unpredictable
-2.4,0.004,0.004,1,A022555,Unpredictable
-2.4,0.024,0.075,1,A051066,Predictable
-2.399,0.011,0.01,1,A057714,Unpredictable
-2.399,0.024,0.017,1,A054281,Unpredictable
-2.399,0.127,0.101,1,A007765,Unpredictable
-2.399,0.992,0.603,1,A051792,Predictable
-2.399,0.996,0.615,1,A055870,Predictable
-2.398,0.732,0.37,1,A055567,Unpredictable
-2.394,0.131,0.14,1,A032906,Unpredictable
-2.388,0.016,0.055,1,A038367,Unpredictable
-2.386,0.017,0.014,1,A013919,Unpredictable
-2.386,0.964,0.564,1,A056887,Unpredictable
-2.385,0.008,0.007,1,A007599,Unpredictable
-2.385,0.038,0.09,1,A043421,Unpredictable
-2.384,0.001,0.002,1,A048845,Unpredictable
-2.384,0.973,0.564,1,A058506,Predictable
-2.382,0.017,0.015,1,A024508,Unpredictable
-2.382,0.314,0.251,1,A039541,Unpredictable
-2.381,0.079,0.069,1,A003346,Unpredictable
-2.379,0.0,0.0,1,A055052,Unpredictable
-2.379,0.143,0.1,1,A023556,Unpredictable
-2.379,0.897,0.514,1,A039803,Unpredictable
-2.378,0.009,0.009,1,A049195,Unpredictable
-2.378,0.016,0.012,1,A001239,Unpredictable
-2.375,0.998,0.62,1,A004172,Unpredictable
-2.372,0.298,0.231,1,A045010,Unpredictable
-2.371,0.657,0.323,1,A026858,Unpredictable
-2.371,0.848,0.553,1,A036066,Predictable
-2.37,0.86,0.473,1,A003784,Predictable
-2.369,0.022,0.02,1,A052243,Predictable
-2.369,0.843,0.459,1,A052341,Predictable
-2.369,0.853,0.486,1,A057794,Unpredictable
-2.368,0.812,0.5,1,A009254,Unpredictable
-2.366,0.186,0.133,1,A023703,Unpredictable
-2.364,0.165,0.169,1,A031796,Unpredictable
-2.363,0.013,0.012,1,A028983,Predictable
-2.363,0.81,0.429,1,A057526,Predictable
-2.362,0.011,0.01,1,A030626,Predictable
-2.362,0.487,0.344,1,A013595,Predictable
-2.361,0.027,0.043,1,A039044,Unpredictable
-2.359,0.259,0.132,1,A036473,Unpredictable
-2.359,0.647,0.324,1,A002129,Predictable
-2.357,0.029,0.025,2,A014847|A048618,Predictable
-2.357,0.053,0.046,1,A005360,Unpredictable
-2.356,0.011,0.25,1,A039703,Predictable
-2.354,0.0,0.002,1,A048844,Unpredictable
-2.353,0.003,0.008,1,A044545,Unpredictable
-2.351,0.019,0.026,1,A004752,Predictable
-2.351,0.108,0.097,1,A044924,Unpredictable
-2.351,0.204,0.134,1,A045050,Unpredictable
-2.35,0.019,0.017,1,A044008,Unpredictable
-2.35,0.042,0.119,1,A034282,Unpredictable
-2.348,0.015,0.015,1,A056653,Unpredictable
-2.346,0.262,0.136,1,A036471,Unpredictable
-2.346,0.424,0.244,1,A039424,Unpredictable
-2.345,0.036,0.028,1,A046954,Unpredictable
-2.345,0.114,0.086,1,A057441,Unpredictable
-2.345,0.395,0.333,1,A031352,Unpredictable
-2.344,0.01,0.009,1,A053030,Unpredictable
-2.343,0.006,0.007,1,A022155,Unpredictable
-2.342,0.01,0.009,1,A024619,Predictable
-2.341,0.053,0.179,1,A021335,Unpredictable
-2.34,0.074,0.182,1,A039459,Unpredictable
-2.34,0.485,0.373,1,A036459,Predictable
-2.339,0.088,0.092,1,A050828,Unpredictable
-2.339,0.099,0.079,1,A025333,Unpredictable
-2.339,0.286,0.154,1,A051785,Unpredictable
-2.335,0.011,0.009,1,A048839,Predictable
-2.335,0.694,0.388,1,A005812,Predictable
-2.334,0.054,0.054,1,A048284,Unpredictable
-2.333,0.16,0.159,1,A050697,Unpredictable
-2.332,0.706,0.357,1,A053223,Predictable
-2.331,0.062,0.051,1,A007634,Predictable
-2.33,0.021,0.018,1,A005114,Unpredictable
-2.329,0.028,0.029,1,A002503,Predictable
-2.329,0.046,0.047,1,A056818,Unpredictable
-2.328,0.028,0.029,1,A058008,Predictable
-2.324,0.044,0.069,1,A045679,Unpredictable
-2.323,0.002,0.002,1,A055121,Unpredictable
-2.323,0.302,0.166,1,A002330,Predictable
-2.322,0.006,0.005,1,A034683,Unpredictable
-2.322,0.011,0.01,1,A055597,Predictable
-2.319,0.024,0.024,1,A031944,Unpredictable
-2.319,0.21,0.112,1,A022290,Predictable
-2.319,0.254,0.137,1,A036472,Unpredictable
-2.316,0.02,0.017,1,A050931,Predictable
-2.316,0.038,0.036,1,A028805,Unpredictable
-2.316,0.139,0.192,1,A043690,Unpredictable
-2.315,0.476,0.31,1,A057226,Predictable
-2.314,0.381,0.315,1,A056528,Predictable
-2.314,0.499,0.272,1,A007005,Unpredictable
-2.314,0.822,0.513,1,A002892,Unpredictable
-2.313,0.348,0.192,1,A059571,Unpredictable
-2.312,0.026,0.021,1,A008917,Unpredictable
-2.312,0.033,0.025,1,A006832,Unpredictable
-2.311,0.05,0.048,1,A048867,Unpredictable
-2.31,0.022,0.062,1,A028802,Unpredictable
-2.31,0.379,0.333,1,A056226,Predictable
-2.309,0.068,0.054,1,A036541,Predictable
-2.308,0.095,0.333,1,A054078,Unpredictable
-2.308,0.165,0.369,1,A030095,Unpredictable
-2.306,0.0,0.001,1,A020899,Predictable
-2.306,0.019,0.026,1,A025397,Predictable
-2.305,0.013,0.011,1,A045752,Unpredictable
-2.305,0.067,0.048,1,A047704,Unpredictable
-2.305,0.754,0.497,1,A036106,Unpredictable
-2.304,0.016,0.014,2,A033949|A056996,Partially Predictable
-2.304,0.025,0.019,1,A047718,Unpredictable
-2.303,0.014,0.011,1,A051518,Unpredictable
-2.301,0.015,0.013,1,A015732,Unpredictable
-2.301,0.19,0.122,1,A044981,Unpredictable
-2.301,0.678,0.434,1,A058062,Predictable
-2.3,0.534,0.329,1,A043555,Unpredictable
-2.297,0.101,0.106,1,A045176,Unpredictable
-2.297,0.12,0.07,1,A001746,Predictable
-2.297,0.128,0.114,1,A046294,Unpredictable
-2.295,0.019,0.016,1,A005277,Predictable
-2.293,0.07,0.063,1,A053076,Predictable
-2.293,0.616,0.342,1,A056796,Unpredictable
-2.292,0.003,0.005,1,A034096,Predictable
-2.292,0.082,0.1,1,A050202,Unpredictable
-2.292,0.32,0.2,1,A039389,Unpredictable
-2.291,0.057,0.042,1,A030723,Unpredictable
-2.291,0.467,0.256,1,A039390,Unpredictable
-2.29,0.02,0.019,1,A009129,Unpredictable
-2.288,0.018,0.015,1,A024556,Predictable
-2.288,0.15,0.179,1,A021312,Predictable
-2.287,0.031,0.027,1,A047985,Unpredictable
-2.286,0.016,0.014,2,A035502|A035503,Unpredictable
-2.286,0.158,0.108,1,A047724,Unpredictable
-2.285,0.104,0.073,1,A023832,Predictable
-2.284,0.006,0.005,1,A056127,Unpredictable
-2.284,0.033,0.028,1,A058980,Unpredictable
-2.281,0.031,0.027,1,A036457,Predictable
-2.28,0.019,0.018,1,A046316,Unpredictable
-2.279,0.017,0.016,1,A030230,Predictable
-2.279,0.02,0.017,1,A023883,Unpredictable
-2.278,0.071,0.06,1,A025311,Unpredictable
-2.278,0.099,0.063,1,A003366,Unpredictable
-2.277,0.023,0.02,1,A023679,Unpredictable
-2.277,0.123,0.094,1,A048621,Predictable
-2.272,0.002,0.002,1,A042944,Unpredictable
-2.272,0.123,0.103,1,A032698,Unpredictable
-2.271,0.018,0.015,1,A005381,Predictable
-2.271,0.16,0.092,1,A054237,Unpredictable
-2.27,0.02,0.017,1,A046953,Predictable
-2.27,0.021,0.019,1,A031425,Unpredictable
-2.269,0.177,0.134,1,A031600,Unpredictable
-2.268,0.017,0.015,1,A054996,Predictable
-2.268,0.824,0.519,1,A002924,Unpredictable
-2.267,0.021,0.018,1,A039772,Unpredictable
-2.267,0.03,0.025,1,A038510,Predictable
-2.267,0.787,0.499,1,A043460,Unpredictable
-2.266,0.015,0.013,2,A014076|A047845,Predictable
-2.266,0.016,0.015,1,A009003,Predictable
-2.266,0.054,0.082,1,A028757,Unpredictable
-2.265,0.009,0.008,1,A034020,Predictable
-2.265,0.014,0.013,1,A054011,Unpredictable
-2.265,0.077,0.062,1,A007621,Unpredictable
-2.265,0.106,0.111,1,A031652,Unpredictable
-2.264,0.078,0.066,1,A003345,Unpredictable
-2.261,0.07,0.06,1,A025293,Unpredictable
-2.26,0.017,0.015,1,A039689,Unpredictable
-2.26,0.023,0.019,1,A038509,Predictable
-2.26,0.136,0.105,1,A024628,Unpredictable
-2.257,0.012,0.013,1,A029704,Unpredictable
-2.257,0.015,0.013,1,A014092,Predictable
-2.256,0.006,0.018,1,A004749,Predictable
-2.256,0.016,0.014,1,A050941,Unpredictable
-2.256,0.019,0.016,1,A053795,Predictable
-2.256,0.122,0.097,1,A025334,Unpredictable
-2.255,0.015,0.013,2,A007921|A053726,Partially Predictable
-2.255,0.039,0.051,1,A037443,Unpredictable
-2.252,0.042,0.177,1,A031644,Unpredictable
-2.251,0.007,0.006,1,A018252,Predictable
-2.251,0.395,0.2,1,A045093,Unpredictable
-2.251,0.74,0.365,1,A000974,Unpredictable
-2.25,0.254,0.162,1,A043490,Unpredictable
-2.248,0.87,0.498,1,A056016,Predictable
-2.247,0.007,0.009,1,A039500,Unpredictable
-2.247,0.106,0.077,1,A037977,Unpredictable
-2.247,0.328,0.182,1,A021296,Predictable
-2.246,0.016,0.014,1,A050435,Predictable
-2.246,0.025,0.033,1,A025398,Predictable
-2.246,0.11,0.093,1,A031800,Unpredictable
-2.246,0.824,0.429,1,A048272,Predictable
-2.245,0.106,0.093,1,A050939,Unpredictable
-2.244,0.069,0.053,1,A023818,Predictable
-2.243,0.013,0.011,1,A000469,Predictable
-2.243,0.016,0.014,1,A022550,Unpredictable
-2.241,0.007,0.006,1,A002808,Predictable
-2.24,0.011,0.01,1,A007369,Predictable
-2.24,0.034,0.03,1,A047779,Unpredictable
-2.239,0.007,0.006,1,A050505,Predictable
-2.239,0.259,0.207,1,A020433,Unpredictable
-2.238,0.013,0.012,1,A009188,Predictable
-2.238,0.017,0.018,1,A058763,Predictable
-2.236,0.012,0.01,1,A022544,Predictable
-2.236,0.309,0.253,1,A039444,Unpredictable
-2.235,0.0,0.0,1,A045412,Unpredictable
-2.235,0.016,0.014,1,A038162,Unpredictable
-2.235,0.023,0.021,1,A059324,Predictable
-2.235,0.067,0.168,1,A045095,Unpredictable
-2.235,0.076,0.06,1,A046389,Unpredictable
-2.235,0.083,0.069,2,A025289|A025307,Unpredictable
-2.234,0.013,0.011,1,A050942,Unpredictable
-2.234,0.068,0.053,1,A023817,Predictable
-2.233,0.068,0.053,1,A023816,Predictable
-2.232,0.014,0.012,1,A000419,Predictable
-2.232,0.076,0.088,1,A057836,Unpredictable
-2.232,0.12,0.08,1,A009012,Unpredictable
-2.231,0.011,0.01,1,A007617,Predictable
-2.23,0.023,0.025,1,A014659,Unpredictable
-2.23,0.025,0.022,1,A056825,Unpredictable
-2.23,0.025,0.028,1,A025303,Predictable
-2.23,0.047,0.039,1,A000977,Predictable
-2.229,0.809,0.48,1,A047875,Unpredictable
-2.228,0.02,0.038,1,A055054,Unpredictable
-2.226,0.064,0.047,1,A056173,Predictable
-2.225,0.042,0.043,1,A053178,Unpredictable
-2.225,0.062,0.048,1,A023833,Predictable
-2.224,0.015,0.013,1,A046712,Unpredictable
-2.224,0.195,0.164,1,A039481,Unpredictable
-2.223,0.041,0.032,1,A055390,Predictable
-2.221,0.008,0.009,1,A055197,Unpredictable
-2.22,0.029,0.024,1,A046340,Unpredictable
-2.22,0.07,0.078,1,A045030,Unpredictable
-2.219,0.04,0.035,1,A052195,Predictable
-2.219,0.067,0.125,1,A031815,Unpredictable
-2.215,0.04,0.033,1,A038512,Unpredictable
-2.214,0.01,0.01,1,A035496,Unpredictable
-2.213,0.01,0.008,1,A020491,Unpredictable
-2.213,0.024,0.021,1,A025044,Unpredictable
-2.213,0.939,0.58,2,A010106|A030121,Unpredictable
-2.212,0.035,0.03,1,A038511,Predictable
-2.212,0.043,0.133,1,A039311,Unpredictable
-2.212,0.046,0.037,1,A025313,Unpredictable
-2.212,0.077,0.062,1,A035480,Unpredictable
-2.212,0.968,0.606,1,A007262,Predictable
-2.211,0.007,0.007,1,A049197,Unpredictable
-2.211,0.038,0.1,1,A024613,Unpredictable
-2.211,0.101,0.076,1,A048273,Unpredictable
-2.21,0.023,0.02,1,A048995,Unpredictable
-2.209,0.023,0.02,1,A007624,Predictable
-2.209,0.026,0.022,1,A054520,Unpredictable
-2.209,0.044,0.037,1,A008367,Predictable
-2.209,0.071,0.057,1,A023681,Unpredictable
-2.208,0.061,0.048,1,A023830,Predictable
-2.208,0.238,0.131,1,A008537,Unpredictable
-2.207,0.064,0.055,1,A033992,Predictable
-2.206,0.018,0.017,1,A039769,Unpredictable
-2.205,0.014,0.012,1,A053180,Unpredictable
-2.204,0.016,0.104,1,A053243,Unpredictable
-2.202,0.061,0.048,2,A023829|A023831,Predictable
-2.201,0.007,0.078,1,A049509,Predictable
-2.201,0.016,0.015,1,A050384,Unpredictable
-2.201,0.02,0.017,1,A020757,Unpredictable
-2.201,0.586,0.289,1,A047710,Predictable
-2.201,0.81,0.446,1,A002611,Predictable
-2.2,0.066,0.054,1,A023680,Unpredictable
-2.199,0.038,0.033,1,A025294,Unpredictable
-2.198,0.026,0.022,1,A014134,Unpredictable
-2.198,0.061,0.048,1,A023827,Predictable
-2.198,0.21,0.178,1,A054036,Unpredictable
-2.198,0.977,0.605,1,A010104,Unpredictable
-2.197,0.031,0.026,1,A025583,Unpredictable
